id,name,categ_id,type,uom_id,uom_po_id,default_code,barcode,list_price,taxes_id,supplier_taxes_id,seller_ids/name/id,seller_ids/price
nexterp_demo_product_14,Bolduri Toplu Igne,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5793,30231061,2.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_556,1.5
nexterp_demo_product_15,Brad Mic,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_3987,2000007531772,7.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_524,4.88
nexterp_demo_product_16,Bradut Lumanare Parf,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4082,20176839,4.84,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_569,3.15
nexterp_demo_product_17,Brazi Verzi 1.5 M,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_3988,30646735,39.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_567,27.3
nexterp_demo_product_18,Brazi Verzi 1.8M,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4002,30493230,53.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_547,37.1
nexterp_demo_product_19,Bricheta Aro,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4511,5948865000177,1.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_546,1.2
nexterp_demo_product_20,Brichete Bic Mini,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_28249,3086120600051,3.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_391,1.8
nexterp_demo_product_21,Brichete Cu Laser,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4517,6931280300068,1.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_425,0.6
nexterp_demo_product_22,Burete Inox De Vase,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5544,6945998686697,0.80,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_20,0.56
nexterp_demo_product_23,Chibrituri,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5454,6426100000025,0.20,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_223,0.13
nexterp_demo_product_24,Clame Par Tip Steluta,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4063,20145439,1.94,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_466,1.55
nexterp_demo_product_25,Cleme Par,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5971,90409103,1.94,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_271,1.26
nexterp_demo_product_26,Cleste Micut Metalic,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4139,20271190,0.48,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_541,0.36
nexterp_demo_product_27,Coada Matura Lemn,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5314,5949045962001,2.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_157,1.2
nexterp_demo_product_28,Cos Rufe,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_3979,2000007531550,26.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_30,19.88
nexterp_demo_product_29,Creama Pantofi Maro Still,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_289000,8691206010317,2.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_93,1.88
nexterp_demo_product_30,Crema Neagra De Pantofi Sitil,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5745,8691206010119,2.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_519,1.2
nexterp_demo_product_31,Crema Pantofi Neagra Lichida,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5822,8691206060114,3.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_308,2.63
nexterp_demo_product_32,Crema Pantofi Show Lichida Maro 75Ml,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5825,8698623900245,3.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_176,2.1
nexterp_demo_product_33,Curatitor Legume,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4164,20323394,4.36,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_417,3.27
nexterp_demo_product_34,Duracel Baterie Basic Aaak12,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4621,5000394203389,2.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_528,1.63
nexterp_demo_product_35,Elastic De Par Tip Gentuta,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5972,90409110,0.98,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_68,0.69
nexterp_demo_product_36,Elastic Par,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4050,20118723,0.98,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_143,0.78
nexterp_demo_product_37,Elastic Textil,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4313,30262447,2.80,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_12,1.96
nexterp_demo_product_38,Faras Lux,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5405,6421937060075,2.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_391,1.75
nexterp_demo_product_39,Fermoar Mic Negru,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5973,90409172,1.94,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_514,1.46
nexterp_demo_product_40,Fundite Copii Colorate,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5974,90409196,1.45,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_394,0.94
nexterp_demo_product_41,Ghirlande Brad,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_6273,30440807,3.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_222,2.63
nexterp_demo_product_42,Instalatie Brad 100L,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_288906,30645424,15.01,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_291,9.01
nexterp_demo_product_43,Instalatie Brad 140L,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_6274,30488540,9.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_266,7.2
nexterp_demo_product_44,Lanterna Gadget,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4374,3800123163326,2.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_317,1.5
nexterp_demo_product_45,Lanterna Led 9772B,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_3995,2000007532014,7.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_462,4.2
nexterp_demo_product_46,Lumanari Cifra,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4703,6682838968727,1.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_180,1.13
nexterp_demo_product_47,Lumanari Tip Cifra,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5945,90408007,0.48,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_561,0.34
nexterp_demo_product_48,Lumanari Tort Tip Cifra,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5467,6683459156234,1.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_180,1.13
nexterp_demo_product_49,Martisor Martie Tip Brosa,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5550,758,0.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_150,0.4
nexterp_demo_product_50,Martisor Tip Brosa Metalica,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5551,759,1.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_286,1.13
nexterp_demo_product_51,Martisor Tip Felicitare Martie,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5552,760,1.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_438,0.65
nexterp_demo_product_52,Martisor Tip Snur,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5553,761,0.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_187,0.38
nexterp_demo_product_53,Matura Malai,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4001,2000007532366,6.30,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_308,4.41
nexterp_demo_product_54,Matura Pvc Curte,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5220,5945404022522,6.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_156,5.2
nexterp_demo_product_55,Mop Bumbac,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5431,5948792021894,5.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_413,3.85
nexterp_demo_product_56,Musama De Masa Victory,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_3980,2000007531567,7.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_113,5.6
nexterp_demo_product_57,Musama Zumrut 150Cm*20M,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5921,30678927,12.99,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_570,7.79
nexterp_demo_product_58,Ochelari De Soare,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_3983,2000007531642,8.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_202,6.4
nexterp_demo_product_59,Paleta Muste Raymond Styll,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4429,40051024,1.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_547,1.2
nexterp_demo_product_60,Papiote Ata Sewing Thread,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4042,40031934,1.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_573,0.7
nexterp_demo_product_61,Perie Covoare,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_6649,6932603450132,4.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_270,3.15
nexterp_demo_product_62,Perie Covor Md8,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_27883,30498350,5.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_434,3
nexterp_demo_product_63,Perie Par,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4413,5949110000911,7.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_266,4.9
nexterp_demo_product_64,Pieptan Mare,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5511,30481374,2.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_367,1.3
nexterp_demo_product_65,Pioneze,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5496,6934672380108,1.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_236,0.65
nexterp_demo_product_66,Portofel Dama,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4168,20338121,20.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_12,16
nexterp_demo_product_67,Pres,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4025,2000007534568,10.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_87,6
nexterp_demo_product_68,Savoniera Cu Capac,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5406,6421937060136,1.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_296,1.13
nexterp_demo_product_69,Set 10 Ate Alba/Neagra,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4333,30323940,5.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_452,4
nexterp_demo_product_70,Set 24 Carlige De Plastic,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5470,4713928168887,5.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_572,3.25
nexterp_demo_product_71,Set 3 Candele Decorative,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5705,8650201370024,3.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_32,2.25
nexterp_demo_product_72,Set 6 Umerase Pvc Gri,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5385,6420552633930,8.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_572,6.8
nexterp_demo_product_73,Set 6 Umerase Pvc Rosii,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_28190,6420552633879,8.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_538,5.1
nexterp_demo_product_74,Set 6 Umerase Pvc Verzi,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5386,6420552633954,8.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_186,5.53
nexterp_demo_product_75,Set Ace De Cusut,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_28823,30250413,1.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_215,0.98
nexterp_demo_product_76,Set Ace De Cusut Jumbo,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_6372,7529020158889,5.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_189,4.4
nexterp_demo_product_77,Set Agrafe 12Buc/Set,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4340,30376892,0.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_367,0.3
nexterp_demo_product_78,Set Baterii R3,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_6645,4904530584367,2.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_567,1.3
nexterp_demo_product_79,Set Baterii Toshiba R3,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_6380,4904530590894,2.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_524,1.5
nexterp_demo_product_80,Set Baterii Toshiba R3 2Buc,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4606,4904530584923,2.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_163,1.5
nexterp_demo_product_81,Set Bureti De Vase Nunu,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_28601,3800066510300,3.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_296,2.4
nexterp_demo_product_82,Set Globuri,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4310,30247147,12.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_484,9
nexterp_demo_product_83,Set Lumanari Decorative 450Gr,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5317,5970002112214,6.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_390,5.2
nexterp_demo_product_84,Sfoara Rufe,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_5805,8697401762044,1.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_171,1.2
nexterp_demo_product_85,Soia Snitel,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4023,2000007534520,11.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_188,9.2
nexterp_demo_product_86,Strugurel Buze,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4267,30677845,1.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_417,0.75
nexterp_demo_product_87,Suzeta,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4553,4711146155573,1.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_466,0.65
nexterp_demo_product_88,Telefon Alcatel Onetouch,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4605,4894461343105,86.25,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_291,51.75
nexterp_demo_product_89,Trusa Manichiura,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4328,40217932,16.51,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_223,12.38
nexterp_demo_product_90,Umbrela Automata,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4335,40012728,12.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_87,7.2
nexterp_demo_product_91,Umbrela Copii Cu Urechi,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_289737,20141455,9.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_251,6.65
nexterp_demo_product_92,Umbrela Neagra,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4018,2000007533035,9.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_266,6.18
nexterp_demo_product_93,Unghiera Mare,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4342,5949110000362,8.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_241,5.53
nexterp_demo_product_94,Unghiere,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_4043,20104368,1.94,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_119,1.26
nexterp_demo_product_95,Varf Brad,Accesorii,product,uom.product_uom_unit,uom.product_uom_unit,ST_288909,30492578,10.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_91,7.5
nexterp_demo_product_96,Anvelopta+Camera 400*8 Ptr Motosapa,Accesorii Motosape,product,uom.product_uom_unit,uom.product_uom_unit,ST_290289,5300002902896,75.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_190,56.25
nexterp_demo_product_97,Lama Freza L-Stanga (T0904004),Accesorii Motosape,product,uom.product_uom_unit,uom.product_uom_unit,ST_290271,5300002902711,7.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_569,5.6
nexterp_demo_product_98,Lama Freza R-Dreapta (T0904005),Accesorii Motosape,product,uom.product_uom_unit,uom.product_uom_unit,ST_290272,5300002902728,7.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_53,5.25
nexterp_demo_product_99,Plug Tip Rarita Reglabil Metal Ptr Motosapa,Accesorii Motosape,product,uom.product_uom_unit,uom.product_uom_unit,ST_290208,5300002902087,150.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_406,105
nexterp_demo_product_100,Roata Motosapa 2Buc/Set(Janta+Anvelopa+Camera 400*8,Accesorii Motosape,product,uom.product_uom_unit,uom.product_uom_unit,ST_290203,5300002902032,249.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_435,174.3
nexterp_demo_product_101,Ador Spumant Demisec 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_290187,5942006100733,11.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_546,9.2
nexterp_demo_product_102,Angelli Cocktail Cherry 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_6248,5942006100078,18.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_496,10.8
nexterp_demo_product_103,Angelli Cocktail Fragola 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_6246,5942006100047,18.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_303,11.7
nexterp_demo_product_104,Angelli Cocktail Pesca 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_6247,5942006100030,18.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_125,13.5
nexterp_demo_product_105,Angelli Cuvee Gold 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_6251,5942006102096,18.90,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_520,15.12
nexterp_demo_product_106,Angelli Cuvee Imperial 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_6249,5942006100016,19.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_83,13.65
nexterp_demo_product_107,Bere Bucur Bruna Sticla 350Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_289876,5942045282018,5.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_196,3.25
nexterp_demo_product_108,Bere Calsberg 330Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_6576,5942045142022,4.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_429,3.38
nexterp_demo_product_109,Bere Skol 2.5L,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_6086,5942045129047,7.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_368,4.88
nexterp_demo_product_110,Bere Tuborg Sticla 0.33L,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_8,5942045112025,4.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_45,3.2
nexterp_demo_product_111,Bucium Spumant Muscat 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_290186,5942073000288,17.90,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_452,11.64
nexterp_demo_product_112,Cava Doro 0.5L,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_6600,5942122000634,20.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_271,15
nexterp_demo_product_113,Dorato Spumant  Capsuni 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_288921,5942017000879,12.20,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_498,7.93
nexterp_demo_product_114,Dorato Spumant  Muscat Demidulce 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_288923,5942017002484,11.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_567,6.9
nexterp_demo_product_115,Dorato Spumant  Zmeura 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_288922,5942017000954,12.20,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_202,8.54
nexterp_demo_product_116,Dorato Spumant Demisec 750Ml,Alcoolice,product,uom.product_uom_unit,uom.product_uom_unit,ST_290188,5942017000855,11.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_187,9.2
