id,name,parent_id,is_company,vat,street,city,zip,state_id,country_id,email,phone,l10n_ro_vat_subjected,customer_rank,supplier_rank
nexterp_demo_partner_14,Antoaneta Barbu,nexterp_demo_partner_13,0,,Bulevardul Ioanina Georgescu Nr. 678,Marasesti,221394,base.RO_PH,base.ro,cdima@kappa.ro,,0,0,0
nexterp_demo_partner_15,Dana Pușcașu,nexterp_demo_partner_13,0,,Soseaua Ionescu Nr. 90,Ineu,977513,base.RO_IF,base.ro,zgeorgescu@acasa.ro,,0,0,0
nexterp_demo_partner_16,Paraschiva Cristea,nexterp_demo_partner_13,0,,Strada Dochioiu Nr. 79,Pitesti,717307,base.RO_SJ,base.ro,taniadobre@acasa.ro,,0,0,0
nexterp_demo_partner_17,Ardelean Cristea INC,,1,RO2850186106,Drumul Raul Nemeș Nr. 63 Bl. 99  Sc. 74 Ap. 127,Petrosani,323676,base.RO_GR,base.ro,dgheorghiu@kappa.ro,0748 474 358,0,0,1
nexterp_demo_partner_18,Ardelean Dobre INC,,1,3572903993,Intrarea Mocanu,Marghita,735355,base.RO_MM,base.ro,sanda87@141.ro,0257 279 189,0,1,0
nexterp_demo_partner_19,Ardelean Dochioiu INC,,1,3837218271,Aleea Albu Nr. 30 Bl. 95  Sc. 30 Ap. 120,Mangalia,180602,base.RO_CJ,base.ro,cleopatra99@kappa.ro,0757 708 837,0,1,1
nexterp_demo_partner_20,Ardelean Dochioiu SCS,,1,RO1437731951,Strada Stan Nr. 32,Otelu Rosu,811886,base.RO_AB,base.ro,barbucarolina@kappa.ro,0737 558 124,1,1,1
nexterp_demo_partner_21,Ardelean Marin SCS,,1,4211310746,Aleea Milena Suciu Nr. 37,Santana,993070,base.RO_VS,base.ro,rababei@acasa.ro,0740 612 670,0,0,1
nexterp_demo_partner_22,Antonela Nemeș,nexterp_demo_partner_21,0,,Aleea Milena Suciu Nr. 37,Santana,993070,base.RO_VS,base.ro,paraschiva31@kappa.ro,,0,0,0
nexterp_demo_partner_23,Dacian Popescu,nexterp_demo_partner_21,0,,Strada Oprea,Podu Iloaiei,242479,base.RO_SM,base.ro,tabacufrancisc@gmail.com,,0,0,0
nexterp_demo_partner_24,Mitruț Florea,nexterp_demo_partner_21,0,,Drumul Dragoș Toma Nr. 340,Baia Mare,683403,base.RO_VS,base.ro,inistor@zzup.ro,,0,0,0
nexterp_demo_partner_25,Ardelean Nistor SCA,,1,RO2916485626,Strada Niță,Lumina,286181,base.RO_DB,base.ro,nemesionica@acasa.ro,0756 885 535,1,0,0
nexterp_demo_partner_26,Ardelean SA,,1,8441565380,Bulevardul Diaconu Nr. 61 Bl. 66  Sc. 21 Ap. 739,Navodari,590918,base.RO_DJ,base.ro,fstan@gmail.com,0231 725 776,1,0,1
nexterp_demo_partner_27,Carla Stancu,nexterp_demo_partner_26,0,,Bulevardul Tabacu Nr. 195,Hunedoara,636889,base.RO_GR,base.ro,kene@kappa.ro,,0,0,0
nexterp_demo_partner_28,Ilie Stancu,nexterp_demo_partner_26,0,,Strada Nistor Nr. 705,Campina,372599,base.RO_CV,base.ro,manolefabian@post.ro,,0,0,0
nexterp_demo_partner_29,Lidia Gheorghiu,nexterp_demo_partner_26,0,,Aleea Preda Nr. 15,Voluntari,613693,base.RO_SB,base.ro,aurelianatabacu@email.ro,,0,0,0
nexterp_demo_partner_30,Ardelean Stoica LOC,,1,2095369991,Drumul Denisa Georgescu Nr. 387 Bl. 27  Sc. 30 Ap. 106,Reghin,887636,base.RO_AB,base.ro,ionitaana@141.ro,0760 354 555,1,0,1
nexterp_demo_partner_31,Balogh és társa Kkt.,,1,HU76077414,Borsodkereszti utca 67.,szerbgyörgydevecser,H-9411,,base.hu,szekerespeter@gmail.com,+36 72 754-6553,0,1,0
nexterp_demo_partner_32,Barbu INC,,1,4738026043,Intrarea Diaconescu Nr. 56,Giarmata,244430,base.RO_CT,base.ro,aababei@kappa.ro,0268 908 605,0,0,1
nexterp_demo_partner_33,Ivona Popa,nexterp_demo_partner_32,0,,Intrarea Diaconescu Nr. 56,Giarmata,244430,base.RO_CT,base.ro,eftimie43@141.ro,,0,0,0
nexterp_demo_partner_34,Mara Stan,nexterp_demo_partner_32,0,,Intrarea Diaconescu Nr. 56,Giarmata,244430,base.RO_CT,base.ro,adelintomescu@acasa.ro,,0,0,0
nexterp_demo_partner_35,Tudorița Nistor,nexterp_demo_partner_32,0,,Soseaua Dumitrescu Nr. 411,Baile Borsa,135915,base.RO_IL,base.ro,jdima@zzup.ro,,0,0,0
nexterp_demo_partner_36,Barbu OC3,,1,RO4123589810,Drumul Fiona Nistor Nr. 41 Bl. 46  Sc. 86 Ap. 141,Dancu,237451,base.RO_AB,base.ro,mugurelstanescu@zzup.ro,0758 491 583,0,1,0
nexterp_demo_partner_37,Barbu Popescu SCA,,1,RO5706738365,Intrarea Stan,Covasna,241282,base.RO_NT,base.ro,xtomescu@141.ro,0760 472 074,1,1,0
nexterp_demo_partner_38,Barbu Voinea SPI,,1,RO5879124676,Bulevardul Gianina Gheorghiu Nr. 34 Bl. 10  Sc. 74 Ap. 380,Tecuci,365665,base.RO_DB,base.ro,silviangheorghiu@gmail.com,0711 786 580,0,0,0
nexterp_demo_partner_39,Cantemir Preda,nexterp_demo_partner_37,0,,Drumul Popa Nr. 556,Ineu,860719,base.RO_OT,base.ro,eftimieantoniu@email.ro,,0,0,0
nexterp_demo_partner_40,Nicoleta Marin,nexterp_demo_partner_37,0,,Aleea Georgescu Nr. 48,Sacele,532799,base.RO_GJ,base.ro,ypop@zzup.ro,,0,0,0
nexterp_demo_partner_41,Rafila Dima,nexterp_demo_partner_37,0,,Bulevardul Catrina Dumitrescu Nr. 352,Pecica,394041,base.RO_MS,base.ro,nmazilescu@141.ro,,0,0,0
nexterp_demo_partner_42,Todor Suciu,nexterp_demo_partner_37,0,,Bulevardul Popescu Nr. 39 Bl. 54  Sc. 27 Ap. 668,Targu Secuiesc,223144,base.RO_BV,base.ro,nitaoctavia@email.ro,,0,0,0
nexterp_demo_partner_43,Traian Florea,nexterp_demo_partner_37,0,,Drumul Nistor,Gilau,602383,base.RO_SM,base.ro,pdumitrescu@kappa.ro,,0,0,0
nexterp_demo_partner_44,Viorela Florea,nexterp_demo_partner_37,0,,Drumul Tomescu,Barlad,433466,base.RO_HD,base.ro,dochioiufloriana@zzup.ro,,0,0,0
nexterp_demo_partner_45,Begonja Zeba d.o.o.,,1,HR54040327429,Jagodnjak 3c/9,Vodice,50626,,base.hr,balincicmilena@net.hr,01 4571 210,1,0,1
nexterp_demo_partner_46,Belošević d.o.o.,,1,HR68360937887,Dubravkin 8b,Čakovec,5881,,base.hr,jonjicdamir@halapir.org,043 991 387,1,0,0
nexterp_demo_partner_47,Bender Kallert AG,,1,DE333923355,Valentin-Sauer-Allee 35,Sigmaringen,75812,,base.de,phoefig@hotmail.de,09544 68806,0,0,0
nexterp_demo_partner_48,Bruscantini e figli,,1,IT69484200634,Borgo Flavio 70 Piano 0,Settimo Temistocle,44549,base.state_it_al,base.it,almagiagirolamo@alice.it,+39 56 2283777,0,1,0
nexterp_demo_partner_49,Calarco e figli,,1,IT49805790240,Borgo Antonio 793,Raimondo nell'emilia,78691,base.state_it_mc,base.it,elisaguarneri@bellocchio.com,+39 9602 44670424,1,0,0
nexterp_demo_partner_50,Campanella Bonaventura e Monte s.r.l.,,1,IT83367490675,Via Giada 327,Letta veneto,2705,base.state_it_cz,base.it,fagottogustavo@liguori-alfieri.org,+39 90 5581030,0,1,0
nexterp_demo_partner_51,Ciampi Fabbri e Verdi e figli,,1,IT28344650305,Borgo Alessio 3,Settimo Antonello lido,36142,base.state_it_fg,base.it,inordio@iannucci.eu,+39 0758 5826144,1,1,0
nexterp_demo_partner_52,Conte SPA,,1,IT64141300927,Vicolo Gianfranco 33 Piano 2,Natalia salentino,48085,base.state_it_vs,base.it,lianatravaglio@outlook.com,+39 19 6591241,0,0,0
nexterp_demo_partner_53,Cristea Dochioiu URL,,1,8342446862,Drumul Dumitrescu,Lumina,279879,base.RO_GR,base.ro,nistorofelia@post.ro,0763 789 445,0,0,1
nexterp_demo_partner_54,Cristea LOC,,1,RO2986775604,Soseaua Ardelean Nr. 59,Raducaneni,216144,base.RO_AB,base.ro,albusemenica@kappa.ro,0250 982 160,0,0,0
nexterp_demo_partner_55,Cristea Mazilescu SA,,1,1592322610,Strada Manole Nr. 19 Bl. 34  Sc. 16 Ap. 959,Straja,959038,base.RO_BN,base.ro,ionescuadrian@zzup.ro,0785 352 668,0,0,0
nexterp_demo_partner_56,Jeana Nistor,nexterp_demo_partner_55,0,,Bulevardul Dima Nr. 512,Moldova Veche,831915,base.RO_HD,base.ro,geta21@zzup.ro,,0,0,0
nexterp_demo_partner_57,Octavia Nemeș,nexterp_demo_partner_55,0,,Aleea Dochioiu,Alesd,700238,base.RO_TR,base.ro,ardeleannorman@kappa.ro,,0,0,0
nexterp_demo_partner_58,Vlădelina Gheorghiu,nexterp_demo_partner_55,0,,Bulevardul Marin Nr. 51,Bals,210674,base.RO_SV,base.ro,nitamariana@gmail.com,,0,0,0
nexterp_demo_partner_59,Cristea OC1,,1,RO8073184137,Strada Popa Nr. 457 Bl. 97  Sc. 25 Ap. 653,Straja,894879,base.RO_BV,base.ro,iacobpreda@acasa.ro,0788 786 665,0,0,0
nexterp_demo_partner_60,Cristea Oprea OC1,,1,2181745412,Strada Manole,Vicovu de Sus,625845,base.RO_CJ,base.ro,gabriel78@gmail.com,0745 181 221,1,0,0
nexterp_demo_partner_61,Cristea Popa SCS,,1,1892728403,Bulevardul Georgescu Nr. 469 Bl. 28  Sc. 51 Ap. 677,Ramnicu Valcea,147148,base.RO_TR,base.ro,nistorstefana@email.ro,0749 499 812,1,0,1
nexterp_demo_partner_62,Cristea Stoica CRL,,1,RO7710865968,Drumul Nistor,Baia,898402,base.RO_MM,base.ro,aaanei@acasa.ro,0759 990 986,1,0,0
nexterp_demo_partner_63,Cristea Toma SRL,,1,RO3909399372,Intrarea Dima,Sacueni,625447,base.RO_BZ,base.ro,cionita@kappa.ro,0269 183 352,0,0,0
nexterp_demo_partner_64,Cristea Tudor OC2,,1,9967250506,Drumul Diaconu Nr. 25,Jibou,128652,base.RO_CL,base.ro,raulpuscasu@141.ro,0243 601 324,0,1,0
nexterp_demo_partner_65,Cvenić,,1,HR21660176885,Šestinski vijenac 0c/8,Crikvenica,6842,,base.hr,ydominikovic@inet.hr,097 5780 747,0,1,1
nexterp_demo_partner_66,Diaconescu Toma SNC,,1,RO4968746659,Drumul Cristea,Piatra-Neamt,891800,base.RO_BT,base.ro,predatania@email.ro,0250 163 025,0,0,0
nexterp_demo_partner_67,Diaconu Dima URL,,1,RO3907105900,Strada Georgescu Nr. 90 Bl. 74  Sc. 35 Ap. 266,Deta,902177,base.RO_IF,base.ro,ramonanita@kappa.ro,0247 787 064,0,1,0
nexterp_demo_partner_68,Diaconu Mocanu OC1,,1,5781189400,Strada Iulian Ioniță Nr. 246 Bl. 49  Sc. 51 Ap. 432,Lunca Cetatuii,912182,base.RO_BH,base.ro,ipop@post.ro,0731 734 838,1,0,1
nexterp_demo_partner_69,Diaconu OC3,,1,RO2500269543,Soseaua Ardelean Nr. 67,Tulcea,759930,base.RO_IS,base.ro,poparoxelana@141.ro,0242 498 049,1,1,1
nexterp_demo_partner_70,Diaconu OC3,,1,6110607946,Drumul Ababei,Bistrita,844585,base.RO_MS,base.ro,odochioiu@kappa.ro,0246 717 058,0,0,0
nexterp_demo_partner_71,Diaconu Tudor PFA,,1,RO8070552471,Bulevardul Tabacu Nr. 50 Bl. 75  Sc. 15 Ap. 997,Dobroesti,872597,base.RO_IL,base.ro,diaconescunicoleta@gmail.com,0736 805 991,1,1,1
nexterp_demo_partner_72,Dima,,1,RO3084025384,Aleea Tudosia Pop Nr. 75 Bl. 33  Sc. 43 Ap. 173,Siria,645836,base.RO_BN,base.ro,raducu66@141.ro,0730 275 316,0,0,1
nexterp_demo_partner_73,Dima CON,,1,6916328006,Intrarea Mocanu Nr. 486,Gura Humorului,794287,base.RO_CT,base.ro,nicoleta76@acasa.ro,0248 442 136,0,1,0
nexterp_demo_partner_74,Dima Dumitrescu SRL,,1,RO2327418999,Soseaua Profira Dima Nr. 563,Babeni,176958,base.RO_CS,base.ro,kmocanu@acasa.ro,0733 657 876,0,0,0
nexterp_demo_partner_75,Eliana Aanei,nexterp_demo_partner_74,0,,Soseaua Stănescu Nr. 716 Bl. 48  Sc. 11 Ap. 185,Balan,374713,base.RO_BN,base.ro,floreaoliviu@post.ro,,0,0,0
nexterp_demo_partner_76,Eugenia Dinu,nexterp_demo_partner_74,0,,Strada Aanei,Pipera (Voluntari),383092,base.RO_AB,base.ro,jardelean@email.ro,,0,0,0
nexterp_demo_partner_77,Grațiela Georgescu,nexterp_demo_partner_74,0,,Soseaua Georgescu Nr. 829 Bl. 42  Sc. 21 Ap. 165,Zarnesti,846543,base.RO_PH,base.ro,ruxanda59@zzup.ro,,0,0,0
nexterp_demo_partner_78,Dima Eftimie SCS,,1,7494476795,Aleea Fabia Marin Nr. 251,Poiana Mare,431570,base.RO_SM,base.ro,ardeleancodrina@acasa.ro,0247 128 248,0,1,0
nexterp_demo_partner_79,Costache Tabacu,nexterp_demo_partner_78,0,,Aleea Fabia Marin Nr. 251,Poiana Mare,431570,base.RO_SM,base.ro,dan56@kappa.ro,,0,0,0
nexterp_demo_partner_80,Sorina Georgescu,nexterp_demo_partner_78,0,,Aleea Fabia Marin Nr. 251,Poiana Mare,431570,base.RO_SM,base.ro,vtomescu@zzup.ro,,0,0,0
nexterp_demo_partner_81,Zaharia Tabacu,nexterp_demo_partner_78,0,,Aleea Tomescu Nr. 64,Pogoanele,451596,base.RO_SV,base.ro,diaconulucentiu@141.ro,,0,0,0
nexterp_demo_partner_82,Dima INC,,1,3687913168,Aleea Niță Nr. 37 Bl. 83  Sc. 76 Ap. 636,Chitila,997326,base.RO_BR,base.ro,hpreda@post.ro,0738 249 926,0,1,1
nexterp_demo_partner_83,Dinu Barbu PFA,,1,RO1798923866,Aleea Voinea Nr. 37,Calan,478014,base.RO_AB,base.ro,florearelu@email.ro,0764 992 834,0,0,1
nexterp_demo_partner_84,Iuliana Manole,nexterp_demo_partner_83,0,,Aleea Olimpia Tabacu Nr. 36 Bl. 93  Sc. 30 Ap. 249,Bocsa,496584,base.RO_BZ,base.ro,cristea85@email.ro,,0,0,0
nexterp_demo_partner_85,Tinca Dima,nexterp_demo_partner_83,0,,Intrarea Iris Nemeș Nr. 464 Bl. 50  Sc. 11 Ap. 584,Boldesti-Scaeni,977474,base.RO_VS,base.ro,stelianacristea@gmail.com,,0,0,0
nexterp_demo_partner_86,Valeriu Manole,nexterp_demo_partner_83,0,,Soseaua Margareta Tabacu,Peretu,948218,base.RO_OT,base.ro,zaanei@zzup.ro,,0,0,0
nexterp_demo_partner_87,Dinu Stan AFJ,,1,RO5476250902,Drumul Florin Tabacu Nr. 290,Falticeni,760812,base.RO_DJ,base.ro,rene@zzup.ro,0745 887 994,0,0,1
nexterp_demo_partner_88,Aida Dochioiu,nexterp_demo_partner_87,0,,Aleea Niță Nr. 536,Dabuleni,123443,base.RO_SJ,base.ro,albubogdana@email.ro,,0,0,0
nexterp_demo_partner_89,Lucențiu Marin,nexterp_demo_partner_87,0,,Drumul Florin Tabacu Nr. 290,Falticeni,760812,base.RO_DJ,base.ro,ababeimircea@zzup.ro,,0,0,0
nexterp_demo_partner_90,Mihai Gheorghiu,nexterp_demo_partner_87,0,,Drumul Florin Tabacu Nr. 290,Falticeni,760812,base.RO_DJ,base.ro,gheorghiucristobal@gmail.com,,0,0,0
nexterp_demo_partner_91,Dobre Diaconescu INC,,1,6979662119,Soseaua Tabacu Nr. 257,Jimbolia,464080,base.RO_CV,base.ro,stanadiaconescu@kappa.ro,0764 245 537,0,0,1
nexterp_demo_partner_92,Dobre Florea SCA,,1,RO1412073354,Drumul Oprea Nr. 760 Bl. 66  Sc. 32 Ap. 516,Cisnadie,367342,base.RO_SJ,base.ro,marinlaurentia@141.ro,0253 956 277,1,0,0
nexterp_demo_partner_93,Dobre Ionescu AFJ,,1,2985084139,Drumul Cristofor Voinea Nr. 100 Bl. 20  Sc. 28 Ap. 700,Paunesti,836942,base.RO_GL,base.ro,estan@acasa.ro,0731 607 043,1,1,1
nexterp_demo_partner_94,Dobre Ionescu SCA,,1,RO7736008211,Soseaua Albu Nr. 93 Bl. 27  Sc. 98 Ap. 106,Corabia,813327,base.RO_SM,base.ro,diaconuleopoldina@141.ro,0761 234 583,0,1,0
nexterp_demo_partner_95,Dobre Nistor SA,,1,RO4672486321,Soseaua Dumitrescu Nr. 815,Fagaras,267335,base.RO_CS,base.ro,opreaeusebia@141.ro,0721 775 815,1,1,1
nexterp_demo_partner_96,Dobre PFA,,1,8988382573,Drumul Preda,Arbore,609019,base.RO_GR,base.ro,zamfirmocanu@email.ro,0728 873 251,0,0,0
nexterp_demo_partner_97,Dobre Toma AFJ,,1,RO9085550685,Drumul Diaconescu Nr. 578 Bl. 20  Sc. 19 Ap. 795,Modelu,857356,base.RO_CS,base.ro,petrutastan@acasa.ro,0761 382 299,1,1,1
nexterp_demo_partner_98,Codrin Ioniță,nexterp_demo_partner_97,0,,Intrarea Ioniță,Plosca,525539,base.RO_CJ,base.ro,diaconescuelodia@gmail.com,,0,0,0
nexterp_demo_partner_99,Petre Nistor,nexterp_demo_partner_97,0,,Aleea Pușcașu Nr. 90,Falticeni,795309,base.RO_MH,base.ro,dumitrescupamfil@email.ro,,0,0,0
nexterp_demo_partner_100,Tinca Nistor,nexterp_demo_partner_97,0,,Aleea Marin,Gilau,296549,base.RO_VN,base.ro,cristeazoe@post.ro,,0,0,0
nexterp_demo_partner_101,Dumitrescu ASF,,1,6300371686,Soseaua Tudor Nr. 477,Marasesti,971198,base.RO_DB,base.ro,suciuofelia@zzup.ro,0735 733 328,0,1,0
nexterp_demo_partner_102,Dumitrescu Ardelean SPI,,1,RO9466924882,Drumul Mina Florea,Pogoanele,319168,base.RO_VN,base.ro,mstoica@kappa.ro,0724 994 195,0,0,1
nexterp_demo_partner_103,Daniel Ioniță,nexterp_demo_partner_102,0,,Bulevardul Felicia Diaconu,Corund,217634,base.RO_BV,base.ro,getaoprea@kappa.ro,,0,0,0
nexterp_demo_partner_104,Mitică Nistor,nexterp_demo_partner_102,0,,Bulevardul Ionuț Ioniță Nr. 70,Arbore,675731,base.RO_CT,base.ro,danielaanei@gmail.com,,0,0,0
nexterp_demo_partner_105,Nelu Florea,nexterp_demo_partner_102,0,,Bulevardul Manole Nr. 846,Buhusi,173402,base.RO_AR,base.ro,rebecanistor@kappa.ro,,0,0,0
nexterp_demo_partner_106,Eftimie Ardelean OC1,,1,RO3608378804,Soseaua Lică Dinu Nr. 19,Marasesti,905325,base.RO_MH,base.ro,fdobre@acasa.ro,0263 974 807,1,1,0
nexterp_demo_partner_107,Eftimie CON,,1,9068189719,Aleea Tomescu Nr. 58 Bl. 75  Sc. 38 Ap. 713,Baia,515934,base.RO_CV,base.ro,popdana@acasa.ro,0753 820 876,0,1,0
nexterp_demo_partner_108,Eftimie Cristea RA,,1,RO1322239719,Drumul Diaconescu Nr. 710 Bl. 34  Sc. 56 Ap. 307,Marasesti,455075,base.RO_AG,base.ro,gherghinamarin@email.ro,0750 604 463,0,1,1
nexterp_demo_partner_109,Caterina Ardelean,nexterp_demo_partner_108,0,,Strada Gheorghiu Nr. 86,Barbulesti,918993,base.RO_BT,base.ro,uaanei@gmail.com,,0,0,0
nexterp_demo_partner_110,Ionel Dumitrescu,nexterp_demo_partner_108,0,,Aleea Oprea,Sinaia,478491,base.RO_PH,base.ro,voprea@kappa.ro,,0,0,0
nexterp_demo_partner_111,Minodora Florea,nexterp_demo_partner_108,0,,Strada Preda,Ineu,819818,base.RO_BH,base.ro,feliciaoprea@kappa.ro,,0,0,0
nexterp_demo_partner_112,Eftimie Mocanu SCA,,1,RO8838969330,Aleea Cornelia Tomescu,Lunca Cetatuii,639603,base.RO_MS,base.ro,nistordomnica@zzup.ro,0772 419 903,1,0,1
nexterp_demo_partner_113,Eftimie Nemeș SCS,,1,1187261019,Bulevardul Nemeș Nr. 434,Oravita,362629,base.RO_GJ,base.ro,dochioiuvladelina@kappa.ro,0733 526 728,1,1,1
nexterp_demo_partner_114,Eftimie SCS,,1,3920462365,Drumul Dima,Negresti,992807,base.RO_BV,base.ro,suciulacramioara@gmail.com,0723 790 544,1,1,0
nexterp_demo_partner_115,Eftimie URL,,1,3203119866,Soseaua Mirabela Aanei Nr. 64,Urlati,973578,base.RO_GJ,base.ro,lidiadinu@kappa.ro,0762 162 807,0,0,0
nexterp_demo_partner_116,Ene Ababei ASF,,1,5998082653,Aleea Stan Nr. 87,Sangeorgiu de Mures,104544,base.RO_HR,base.ro,jenelstan@acasa.ro,0254 352 469,1,1,0
nexterp_demo_partner_117,Ene Ene OC2,,1,RO3022387040,Intrarea Mocanu Nr. 49,Lupeni,598507,base.RO_AG,base.ro,ialbu@post.ro,0746 685 148,0,1,1
nexterp_demo_partner_118,Ene INC,,1,RO3171802336,Bulevardul Savina Ioniță,Modelu,847314,base.RO_DJ,base.ro,tudorveta@kappa.ro,0242 371 768,0,0,0
nexterp_demo_partner_119,Ene Ionescu URL,,1,5188596548,Drumul Aanei Nr. 620 Bl. 86  Sc. 13 Ap. 832,Straja,619210,base.RO_VL,base.ro,ddobre@zzup.ro,0233 282 426,0,0,1
nexterp_demo_partner_120,Daria Ardelean,nexterp_demo_partner_119,0,,Intrarea Tabacu,Breaza de Sus,592182,base.RO_TM,base.ro,corneldinu@gmail.com,,0,0,0
nexterp_demo_partner_121,Lorelei Dumitrescu,nexterp_demo_partner_119,0,,Drumul Aanei Nr. 620 Bl. 86  Sc. 13 Ap. 832,Straja,619210,base.RO_VL,base.ro,mazilescuflorea@post.ro,,0,0,0
nexterp_demo_partner_122,Sidonia Mocanu,nexterp_demo_partner_119,0,,Aleea Marin,Vicovu de Sus,287383,base.RO_VL,base.ro,nemescodrin@post.ro,,0,0,0
nexterp_demo_partner_123,Ene PFA,,1,7598249782,Drumul Dobre,Tasnad,420105,base.RO_DJ,base.ro,naanei@gmail.com,0738 194 191,0,1,0
nexterp_demo_partner_124,Ene Pop OC1,,1,3505976077,Bulevardul Georgescu Nr. 882,Prejmer,853143,base.RO_NT,base.ro,aionescu@acasa.ro,0728 324 501,0,0,0
nexterp_demo_partner_125,Ernst,,1,DE880471036,Sölzerplatz 9/7,Sankt Goarshausen,6432,,base.de,gordon96@aol.de,+49(0)7028 40410,0,0,1
nexterp_demo_partner_126,Fechner,,1,DE322992256,Suse-Hein-Platz 09,Sigmaringen,74337,,base.de,arif08@gmail.com,+49(0)8636 527812,0,0,0
nexterp_demo_partner_127,Dr. Hanno Lange,nexterp_demo_partner_126,0,,Max-Dippel-Weg 1,Kötzting,43454,,base.ro,luebspasquale@stiebitz.com,,0,0,0
nexterp_demo_partner_128,Theres Ortmann,nexterp_demo_partner_126,0,,Suse-Hein-Platz 09,Sigmaringen,74337,,base.de,ugehringer@yahoo.de,,0,0,0
nexterp_demo_partner_129,Uschi Niemeier B.A.,nexterp_demo_partner_126,0,,van der Dussenstr. 1/2,Brandenburg,9786,,base.ro,lydia72@wieloch.org,,0,0,0
nexterp_demo_partner_130,Fehér Biró Bt.,,1,HU50478437,Györgyapátii út 73.,bácsligetnádasd,H-3869,,base.hu,afekete@szabi.info,069/ 772 243,0,0,0
nexterp_demo_partner_131,Florea AFJ,,1,RO1045614292,Strada Eftimie Nr. 24 Bl. 37  Sc. 39 Ap. 486,Vatra Dornei,819447,base.RO_BV,base.ro,popescugina@acasa.ro,0760 343 607,1,1,1
nexterp_demo_partner_132,Antoniu Nistor,nexterp_demo_partner_131,0,,Aleea Antonia Popa Nr. 15,Falticeni,868946,base.RO_NT,base.ro,gababei@gmail.com,,0,0,0
nexterp_demo_partner_133,Fabiana Preda,nexterp_demo_partner_131,0,,Strada Eftimie Nr. 24 Bl. 37  Sc. 39 Ap. 486,Vatra Dornei,819447,base.RO_BV,base.ro,barbutiberia@zzup.ro,,0,0,0
nexterp_demo_partner_134,Panagachie Stancu,nexterp_demo_partner_131,0,,Drumul Nistor Nr. 479,Tudora,362060,base.RO_BH,base.ro,nistorrobert@gmail.com,,0,0,0
nexterp_demo_partner_135,Florea Dobre SPI,,1,RO8074561006,Soseaua Florea,Baia Mare,578489,base.RO_VN,base.ro,rada91@acasa.ro,0235 305 797,0,1,0
nexterp_demo_partner_136,Florea Popescu RA,,1,1971958260,Strada Dumitrescu Nr. 71 Bl. 59  Sc. 56 Ap. 133,Anina,668817,base.RO_PH,base.ro,rnemes@email.ro,0757 262 669,1,0,0
nexterp_demo_partner_137,Florea RA,,1,RO6667750911,Soseaua Dobre Nr. 487 Bl. 77  Sc. 47 Ap. 484,Vatra Dornei,841754,base.RO_DB,base.ro,npuscasu@email.ro,0726 783 661,0,0,0
